order_id,product_id,add_to_cart_order,reordered
1024937,21195,3,0
3161245,5746,1,0
1452204,21137,5,1
3333165,22210,5,1
3303518,26856,15,0
1122285,32573,4,1
270394,37646,3,1
857479,23579,3,0
2168274,27344,9,0
409160,43352,4,0
1402854,44144,6,1
195604,36522,26,0
288806,47357,9,1
1815785,9825,2,1
2736726,8903,16,1
1013737,12858,20,0
1755484,28058,4,0
2194961,2692,2,1
2010202,18441,28,1
1910399,48214,36,0
3284856,8021,13,0
1455670,32429,3,1
236604,40256,3,0
3211388,5621,3,0
2955233,27966,8,1
2764332,16083,18,1
1466677,16797,5,1
3414708,42265,9,0
2832507,32842,42,1
1729536,22825,2,1
2661915,3787,6,0
2273274,34448,4,0
1108169,38889,10,0
834449,33754,4,1
2495048,19003,4,0
1612564,4920,16,1
550368,34458,2,1
1501983,31766,6,1
639023,24852,6,1
2124926,9762,26,0
687551,24009,2,0
1543070,18434,19,1
9462,44765,3,0
3300669,27475,10,1
1251752,2295,17,1
2044542,13176,11,1
2533294,38768,1,1
1200988,26709,8,0
761141,33614,6,0
1988536,47766,8,1
857121,21903,3,0
2568409,45066,6,0
1835016,35951,8,1
699635,8728,12,1
286119,11826,5,1
1452788,23543,9,0
838190,16797,10,1
603284,7693,8,0
2279144,12000,23,1
3334449,6000,1,1
1334927,18288,7,1
1635419,31778,6,1
1973771,31717,10,0
804801,44632,2,1
178590,47209,26,1
3311905,47672,4,1
1774811,4962,6,1
3324060,30949,5,1
3371054,19660,5,1
2449132,40706,18,1
1681885,42244,8,1
848624,35951,1,1
2727797,34358,11,0
147486,8518,4,1
542907,27344,8,1
2890692,49683,14,1
672572,27845,3,0
984532,35951,4,0
2897260,7500,5,0
3280390,39984,6,0
2722412,4396,17,0
1855846,37524,12,0
1221696,13176,5,1
3190153,40706,3,0
1448406,29987,9,0
1861117,44910,6,0
3126837,22000,29,0
2427382,21019,9,0
1094703,6255,19,0
273138,46522,10,1
3125690,15392,3,0
2288598,41834,25,1
3096980,34466,2,1
2478090,16462,4,0
1728980,28427,2,1
3249740,48104,22,0
2031724,17461,13,1
3007157,12409,17,0
1225202,13259,4,1
217465,20118,2,0
1153859,41787,7,1
2086886,33454,2,1
1231990,17622,12,1
2093981,17080,5,1
1146214,12606,9,1
2432590,27730,4,1
190362,46979,4,1
1639791,6656,18,1
3389916,22497,20,0
1424925,19057,5,1
2905710,28859,3,0
2479290,6631,1,1
1138524,19208,24,1
2853827,23985,4,0
811955,33884,5,0
2561309,28204,8,1
3112280,10621,10,1
13962,27156,13,0
1241694,3599,12,1
2995457,15222,6,0
954224,11432,6,0
3136208,18078,2,1
82771,41301,13,0
262379,25466,7,1
3184993,45535,7,1
1508229,47366,8,0
609339,48183,27,0
3018095,19366,13,0
2154603,7041,12,0
3050885,33151,4,1
1003453,25256,1,0
827597,47209,12,1
2491045,4605,7,0
2283536,7969,12,0
203747,11777,3,0
241352,22935,4,0
531611,42803,15,1
2992950,44359,3,0
15913,45066,2,0
2967110,29727,11,0
646360,23230,1,0
1482964,18656,5,1
1202045,4920,4,1
1753809,13198,10,1
1619985,45645,1,1
1220539,7095,9,0
1660952,42557,10,0
2803205,22206,11,0
2853258,44359,1,0
1682768,7340,10,0
1136942,42731,8,1
543059,9007,3,0
1869795,17795,4,0
2927631,28523,3,0
858269,23029,6,1
3136661,24852,1,1
954573,21659,12,0
709174,18465,2,0
1820799,12212,13,1
3171687,42315,3,0
2556190,31717,41,1
283365,28745,5,1
1729098,47463,10,1
2605768,28985,3,0
1540072,27544,4,0
2787527,40706,15,0
1608084,20828,6,0
3120069,18531,2,1
3033670,2305,10,1
376620,24249,1,1
3252357,47766,2,0
66304,4920,3,0
2729360,26369,8,1
2462569,26714,19,0
2401828,8277,14,1
1196460,47766,8,1
969100,19511,17,0
3162916,25080,13,1
2323293,21872,2,1
292158,35976,8,0
3363059,33819,7,1
1693997,9547,8,1
301255,13575,3,1
14871,21603,23,0
1402698,16349,7,1
2456514,39180,7,0
2975221,49241,6,1
1290201,17794,7,1
3116976,48595,17,0
2013349,48142,3,1
2231444,26283,8,1
570593,44142,5,0
770606,12732,11,1
1266786,22935,3,1
2909700,43488,14,0
347491,26785,6,0
2123859,24852,6,1
1700724,32407,16,0
2091823,26171,18,0
2548468,31717,6,1
445589,37646,8,1
3013474,27253,13,0
1911929,37354,24,0
2952121,25610,10,0
733677,13176,1,1
144309,21334,4,0
2958192,31426,2,1
1739511,25464,2,1
1279825,13176,20,1
438678,577,5,0
1672582,36397,13,0
2419181,47931,15,0
688000,32442,6,1
2546747,34643,19,1
2156793,24852,1,1
1482950,24852,7,1
700476,35939,3,1
842025,39619,18,1
1797699,36086,2,1
1477805,44142,18,0
704687,45880,9,0
2677094,21385,12,1
2091547,5883,1,1
3162432,40604,6,0
1829819,32433,3,0
2448341,24024,1,1
1408137,39261,3,0
1323771,46847,12,1
630832,23673,28,1
1014315,24184,13,1
273162,26128,11,1
1513324,31478,8,0
3390217,47766,8,0
1219385,27845,7,1
858827,45906,9,0
1259879,25461,8,1
3120837,34243,11,1
1750720,21027,10,0
175811,1702,6,1
561221,20919,25,0
2101540,5606,2,0
677285,33215,13,0
2130146,4920,8,1
594769,27966,5,0
378734,20842,3,1
2069671,31215,16,1
1893947,24964,5,1
1168839,5077,17,1
222217,44449,5,1
1318051,43295,10,1
2795584,17902,16,1
1187929,651,4,1
1289818,33752,8,1
26399,42315,11,0
3243166,21543,4,0
2242185,33731,12,0
1338914,25146,2,1
1472497,3081,13,0
3118934,32751,10,0
2872453,32689,1,1
202650,30584,4,0
3151979,32486,17,1
584668,13423,17,1
960569,8390,8,1
170160,17553,5,0
1911532,22475,15,0
3161982,32842,1,1
1635588,47148,9,0
1870960,13852,13,0
1978476,10551,5,0
2684067,41950,1,1
2247575,25890,12,1
3124511,47766,7,0
2744116,13225,6,0
3372846,1468,7,1
2308073,39430,6,1
3119527,42701,5,0
3363656,12134,11,0
2420902,5212,8,1
2184454,11712,1,1
2288223,16757,14,0
3104505,29223,2,1
3250714,46584,20,1
2284503,4781,5,0
1475626,6046,2,0
1166191,21925,1,1
299778,27086,18,1
1183858,13702,9,1
1909699,46969,6,1
3096670,24852,2,1
247976,19635,20,1
129090,42110,15,1
433624,17264,8,1
1112040,7151,17,0
1827063,29640,20,0
1438606,4889,1,0
3368881,32478,1,1
2986918,22825,20,1
2312429,9605,4,0
3406107,5876,2,0
1775724,15328,7,0
3400205,13176,1,1
2692300,31766,2,0
2590025,12341,11,1
2229642,43631,2,1
1609046,33787,17,1
2380691,11068,12,0
1102285,21334,14,0
1112587,37766,19,1
3385141,44359,17,1
271914,46709,1,0
2181586,2433,1,1
3313910,22721,13,1
429553,17902,2,0
2578956,4149,3,0
404263,43086,2,1
2455139,42913,4,1
1338035,17706,10,1
11343,45007,9,1
1431952,47526,23,0
2601365,22414,17,0
2285563,19220,6,0
3225236,30391,7,1
3339214,34915,5,1
3040178,26209,15,1
1256781,32689,26,1
683999,29487,6,0
2785975,41883,7,0
575776,33231,19,0
1077677,10070,4,0
1101290,43886,2,0
1275584,26165,1,0
539159,12363,19,0
2402176,15820,1,1
35950,31717,9,0
917738,28204,7,1
1452266,41165,5,1
2027459,13176,3,1
2130903,1463,2,1
1851485,12980,9,1
2193856,9796,46,0
1622101,5985,2,1
3412668,44142,3,0
519236,11865,11,0
3288476,19904,3,0
2991967,10768,1,1
1980343,31506,26,1
627988,34995,6,1
2341630,23165,16,1
745906,20869,31,0
2002493,27845,13,0
531371,46194,8,0
819362,40706,5,1
3251701,21903,6,1
2348584,19660,1,1
1701331,41787,23,0
720742,10702,3,1
1957091,22124,20,1
2074889,32651,19,1
2585707,49247,7,1
429837,38772,10,0
2418840,31555,6,1
1881476,14147,4,0
2416326,45,3,1
1390239,31504,10,0
22089,19173,4,0
2506312,27683,13,1
1230975,3896,20,0
1220344,16589,4,0
983707,26620,9,1
2907002,47209,10,1
2686869,18988,1,0
2761952,22935,6,1
2302217,28985,1,1
23641,13872,1,1
53530,45747,6,1
1963912,7751,11,0
1127397,43076,9,1
1430947,11520,19,0
3071822,12409,13,0
2849317,23909,2,1
1182696,42768,10,1
1808035,4781,16,1
3363667,20940,2,1
918907,30135,6,1
1377929,46045,10,1
914128,28353,11,1
584236,13740,3,1
1324028,45063,7,0
2018116,45374,15,1
1478977,43662,9,0
24943,48205,3,0
1343857,25422,7,0
547855,11737,4,1
699694,47438,8,1
1844778,5449,5,1
2246688,18441,11,0
1847023,16083,5,1
686959,9755,18,1
266747,11740,4,1
2640351,19904,9,0
2070261,47141,9,1
662038,23341,8,1
1226001,44479,11,1
2824578,3529,2,1
678098,11448,4,1
2077420,2452,7,1
1589159,19678,20,1
2711047,14945,4,1
2582909,23339,14,0
2434728,13338,9,0
1641725,21207,3,1
2534953,34658,2,1
194169,6729,4,0
3061370,32689,27,0
2886230,30391,11,1
2607289,47943,9,1
1625033,13176,1,1
2728286,8654,12,1
2758299,45495,5,1
600000,21392,1,0
121569,23375,19,0
8168,34262,8,0
1196951,5337,1,0
546185,32566,18,1
2865868,40873,3,0
2401561,21385,8,0
1791683,12932,8,0
2023812,34688,4,1
2517060,8518,7,1
3086208,42342,31,0
2723061,10957,11,1
1061254,4281,1,1
14165,19068,1,1
834783,13988,2,0
1216192,42503,5,0
2582923,48595,9,0
3092873,40604,10,1
684827,34824,2,0
2016249,939,21,1
1086938,5785,4,1
1595092,24852,12,1
1245657,260,2,0
1900928,47626,4,1
3404387,27156,4,1
807494,23840,6,0
893885,41602,7,1
2437821,34126,10,0
1008603,8518,6,1
359917,17600,19,1
1347824,49683,2,0
2523344,43018,38,0
1674735,21603,18,0
2220060,20995,13,1
446616,14881,11,1
2278848,12875,6,0
1389766,11136,24,1
2991400,24852,1,1
1656780,42617,3,1
1290874,48109,3,0
1318556,14218,17,1
851868,432,2,0
2141423,45537,36,0
1774707,24852,9,1
238789,19006,6,1
1925375,31422,2,1
1626698,42445,1,1
977310,17807,4,1
2792402,38012,9,1
1849575,20995,7,1
2937277,30486,6,0
2463305,32647,6,1
397251,34126,31,1
1946920,40454,5,1
1573729,7088,5,1
1077762,34574,3,0
2924221,38689,3,1
2479782,39475,1,1
280943,47672,6,0
2505915,31553,13,1
2662238,19660,5,1
65544,13424,1,0
1532281,8959,1,1
2002145,25919,1,1
1017007,30391,22,1
2636181,1942,2,0
3213786,48017,3,0
750203,35851,14,0
2459904,47766,4,1
2491630,19887,15,0
1301477,3631,1,0
368680,13176,10,1
1842214,34584,12,0
3193064,1194,13,0
2113147,39275,5,1
2151907,47209,3,1
3217825,47388,6,1
3131795,890,11,1
1030759,28204,21,1
2005882,19613,4,1
2545140,30442,6,0
2312017,46528,4,0
2244620,27966,9,0
1243243,1529,2,1
1371096,42768,10,1
1148808,30233,3,1
2989438,12916,8,1
1253043,24107,5,1
3077555,26209,1,1
1925284,28204,1,1
604596,33290,6,0
1173250,9389,15,0
2720349,14437,10,1
874298,21616,4,0
3144709,6532,9,0
947734,14651,14,0
2522400,1104,11,0
2198874,33050,9,1
491684,22952,6,0
2562057,1416,4,1
2691171,5067,4,0
1662874,28985,7,1
788114,13040,3,0
175516,17789,2,1
3042491,6734,3,1
987200,33401,9,0
298184,39275,8,0
1787018,21137,7,0
1610640,22935,6,1
3207995,45007,13,1
3416419,41593,5,0
53323,40310,1,1
2211791,30365,16,1
389678,48449,25,1
2390097,35547,2,1
3094833,10586,7,1
1069995,33731,10,0
778870,48628,15,0
3127661,18594,10,1
681572,25936,3,1
730760,47912,7,1
2673152,23909,2,1
1157973,20840,4,0
1450790,4997,6,1
1467471,21137,1,0
988468,25930,7,0
562165,18814,11,0
3170447,49683,7,1
1009030,27845,2,1
3307233,5918,2,0
665904,7704,1,0
2247001,34034,11,1
1171418,14347,5,1
2905587,17872,10,0
2780542,42768,10,1
2962930,196,1,1
1323309,27796,2,1
2292625,4210,4,0
807359,13176,2,1
177530,2855,3,1
1200943,6101,11,1
498453,4605,30,0
2996988,1747,1,0
1908853,31653,6,1
398281,16953,6,1
2931422,43352,17,1
3379329,19702,2,0
3060607,16145,63,1
2967279,12384,4,1
2316617,27548,19,0
1072782,28199,17,0
2288533,43129,11,1
2806446,27695,9,0
41901,32079,6,0
2400576,38730,12,1
2666089,12341,2,1
2238142,45793,6,1
386100,26842,17,0
2077763,17200,4,0
2954122,20327,4,0
1348318,31717,6,0
3327150,27344,9,1
435245,32099,10,0
3123573,38544,2,0
3304058,42731,7,0
1486200,29013,3,1
3354588,15718,6,0
110957,41950,7,0
3153125,45574,11,0
286817,26800,7,1
47439,29116,12,0
2531160,27629,4,1
2918838,26604,10,1
1470513,13517,15,1
2518165,33754,4,1
1406093,22328,6,0
17306,15424,2,1
2476040,1039,12,1
994832,29312,1,1
849892,5025,9,1
1355279,44098,6,0
2867525,38374,3,1
1804729,22115,10,1
1057020,48186,6,0
201615,38383,7,0
2596273,34942,1,0
1011056,2964,19,0
1135964,26223,10,0
2958228,36606,12,1
766485,43279,12,1
1799266,47209,1,0
191489,29487,2,1
3227416,26274,1,0
2229259,5120,4,1
2822254,47977,4,1
35263,35042,4,1
3088676,325,7,1
73887,40688,3,1
2275098,16017,5,0
1794682,32743,29,1
588206,47626,9,1
1879144,10248,19,1
1687511,4357,13,1
1816285,13944,1,1
569565,14183,1,1
2198969,4605,1,0
2065036,32566,9,1
2067333,17622,2,1
144454,16797,18,1
2194368,27845,23,1
385154,196,6,1
2595448,13176,3,1
2896530,20699,7,0
2981041,18288,6,0
2178485,34079,3,0
1614450,48682,2,1
3365408,30756,17,0
1386720,21137,5,1
2075239,311,6,0
635776,34448,14,0
864053,35221,2,0
2387892,16797,10,0
166022,2962,1,1
1907716,4895,1,1
1304488,28204,5,1
2185073,29825,8,0
1522493,14992,3,1
2827079,4302,4,0
820274,42828,6,1
2123966,7963,10,1
261424,38444,5,1
3413853,38768,1,0
907272,27521,5,1
2028427,5031,5,1
2849937,42063,3,1
418656,41057,6,1
3277061,4421,2,1
2803595,43867,1,1
2745096,37687,5,1
1207581,1279,6,1
2312210,28842,9,1
420067,23362,7,1
74127,39921,22,0
1733467,48859,1,1
478963,48871,5,0
2262603,45007,9,0
2544354,39275,27,1
2618770,8030,5,1
768970,19057,13,1
3153970,21137,26,1
3056783,8638,5,0
3379511,15595,4,0
1857720,15604,18,1
1568528,45002,1,0
2096701,21295,3,1
93726,16277,5,0
853701,24852,1,1
1344771,16797,7,0
730974,33572,8,1
3377517,13083,12,1
3179568,22142,18,0
1280413,17794,10,1
2702303,8412,6,1
3219051,48859,4,1
2323294,43352,3,0
2222113,30382,6,0
767522,24810,5,1
1280441,9292,2,0
1434564,10648,12,0
2156027,9230,24,0
2255778,41544,7,1
969108,6125,7,0
273631,45104,4,0
2250853,45531,5,1
790182,47042,11,1
2038662,47766,14,1
3154312,33457,6,0
216116,45005,8,0
16114,42701,9,0
173671,1057,8,0
1898730,2706,19,1
1079181,25493,31,1
489826,33706,13,0
1403683,34969,2,1
594773,31717,6,0
212293,28733,5,1
698712,34969,3,1
563645,46616,13,1
3375959,6265,2,1
51770,16421,7,0
1545415,1468,6,0
1244867,26209,13,0
2566885,9836,11,1
3143107,13263,25,1
844535,23537,18,0
1729932,41319,29,0
1415630,45066,6,1
2302761,33787,1,1
2637617,13249,5,1
2569549,31513,12,1
791335,29418,9,0
788851,24964,16,0
2808534,12258,2,1
361648,13176,1,1
846348,34446,18,0
442044,29908,9,0
1559895,17573,11,1
3091266,39190,6,1
2616983,37681,7,0
2782889,13245,1,0
816152,12980,2,1
2381371,33095,3,1
1862633,48857,1,0
1882550,31404,17,1
2133644,7461,11,0
2351428,27,7,0
2979433,30442,4,0
1671758,17461,14,0
2476562,24838,6,1
1502576,40878,6,1
96977,33731,4,0
2490105,46303,15,0
1198501,21524,6,0
1599366,21616,13,1
2623054,34590,1,1
2156508,24799,10,1
1829336,46654,5,1
3018557,26209,9,1
146327,40815,2,0
2132887,8414,8,1
3379052,19731,13,1
2674512,27020,5,0
3374823,14788,3,0
131199,5475,3,1
7826,6581,10,0
1472819,39375,49,0
2276377,35951,9,0
2258464,28204,6,1
1046221,45066,2,1
2369068,31717,1,0
1398314,38300,1,0
3168571,39886,8,1
512783,43122,1,0
1869544,9076,3,1
2220708,26283,2,1
1733642,12392,12,0
60097,13119,3,0
641314,3957,2,1
620585,10221,12,0
80798,32566,8,0
2120016,7619,7,0
245770,5077,9,0
2875735,18926,6,0
1260195,43210,9,1
1605571,39121,3,1
564676,24535,1,1
1899167,14881,5,0
2772559,43122,10,1
2977006,31422,7,1
238287,27105,12,1
2595058,37766,36,1
417204,18176,11,0
3178407,44776,18,0
2846712,23029,5,1
3003161,24964,23,0
1026946,45200,7,0
833267,10509,5,1
2905200,24390,2,0
3138043,17432,14,0
1340279,22035,8,1
2178407,48642,9,0
78562,38200,2,1
2688951,47766,15,0
2828821,19348,33,0
2476370,9210,24,1
60481,19836,9,0
2874602,48857,4,1
2400815,15995,17,0
854640,26604,7,1
1195152,37104,3,0
2828291,37524,13,1
1283325,22594,13,0
2414904,15438,20,1
73092,3513,6,0
3237259,8230,7,0
1885532,32864,38,0
462339,46667,17,0
3145582,36808,5,1
1539235,33846,3,1
2678320,17600,7,1
1199677,939,23,1
1553430,27966,19,0
1716183,19125,5,0
3068155,6649,2,0
2639192,44142,5,1
3029853,46061,2,1
1167989,4942,24,0
3302567,42265,8,1
1174416,22935,18,1
1669335,30391,5,1
827313,37912,3,0
2702928,42244,5,1
1616346,16083,1,1
2260674,48745,11,0
1086094,35902,16,0
2291122,895,1,0
2326972,35782,13,1
434124,11005,8,1
2903066,32276,2,1
2505023,37646,8,1
461628,45007,8,1
2251151,29118,7,0
2077336,21137,2,1
3382914,9554,2,1
1979236,9779,13,0
23645,22504,10,0
982870,1463,3,1
1857914,1540,2,1
620181,4799,4,1
3254718,16797,3,1
677208,17027,4,1
2167950,47052,4,0
3297979,40396,7,0
1437776,1890,1,1
3412867,35951,22,0
1521011,210,22,0
3202075,43194,3,0
2907023,32465,6,1
1134499,9018,7,1
1339870,46321,1,1
1623518,30387,1,1
2961131,11777,25,0
3182543,46584,15,1
2353777,2086,6,0
342078,27104,10,1
1547254,27451,4,1
1524143,33172,6,1
2064884,47766,18,1
2863585,39984,12,1
2062173,24852,1,1
2278160,30639,1,1
1302178,4966,25,1
2630720,3237,5,0
742721,24852,5,1
1600732,24852,1,1
2836663,24390,3,1
1396996,26553,1,0
1128258,43227,3,1
1085714,33548,9,1
2915451,10528,10,1
2668991,48241,12,1
913880,27845,1,1
2331077,44632,2,1
2974389,32177,10,0
2979165,14633,5,1
813498,8163,6,0
3202071,47792,5,1
2187174,27521,9,1
1914581,40772,18,0
2812056,37710,3,1
1160947,22959,2,1
563579,8465,2,1
2404051,4870,5,0
2122507,890,5,0
2933216,27966,4,1
1980101,21903,29,0
1803456,1215,1,1
2398730,42768,28,0
1230705,9896,1,1
3410716,25854,12,1
2514717,25718,4,1
2870074,48679,6,0
1267034,11748,10,0
1218976,39275,1,1
2044626,13541,2,1
1713897,30391,9,1
1952007,33787,4,1
753835,2339,12,1
262984,23375,2,1
596460,44910,11,1
3420988,31506,6,0
613301,5194,3,1
1888844,25588,8,1
3346838,1862,14,0
1007187,48679,2,0
3211579,30428,2,1
3357988,33352,5,1
3181812,1483,13,1
1010301,26369,3,1
2405677,3988,35,0
2712215,24964,1,1
1987662,17630,13,1
2339106,5116,6,1
1714962,22993,2,0
1506504,21513,9,1
2073521,34429,8,1
1850971,10768,8,1
265175,35470,2,1
2444424,27086,3,1
3123156,9411,6,1
620369,14218,2,0
2142467,16978,14,0
2336044,9076,2,1
1913288,22935,11,1
2058216,24852,3,1
1796474,11777,8,0
1963325,45066,3,1
617328,24852,5,1
566419,5884,3,1
1903426,26209,2,1
2452962,26790,1,1
2908014,20144,1,1
2725712,2820,18,0
1285580,4920,2,1
2684943,3661,7,1
300554,6343,18,0
1048969,47209,21,0
948762,2295,7,1
3154103,8467,4,1
2574146,8958,1,1
1669673,47766,2,1
1137543,49670,2,1
2038102,40706,16,1
1227152,36418,11,0
648550,28682,8,0
243978,27086,8,1
2100355,8523,7,1
568180,31717,8,1
519065,7388,10,0
1021167,5653,5,1
1035293,34126,15,1
2386912,23691,4,0
1751094,39928,6,1
2636316,19472,5,1
2996918,21403,10,0
2082390,40285,30,0
1110859,25146,3,0
2792716,41793,5,1
2949253,47766,9,1
1676961,46584,5,1
1609817,41290,5,0
440027,32700,10,0
2753478,35163,10,0
2001544,18531,5,1
1743760,35470,1,1
2803948,31981,6,1
2783345,45007,3,1
1294913,43961,1,0
1093308,30233,17,1
1660665,26055,2,0
373594,19190,9,0
872558,20772,11,1
1210183,11896,10,1
1295401,44199,10,1
2482133,19615,7,0
2279295,27203,7,1
3074751,21903,8,1
1785868,35769,3,0
1817970,12427,5,0
2577517,13176,5,1
941987,11338,14,0
3062997,42315,6,1
1843500,10749,2,0
1114814,46979,7,1
3178387,27690,6,0
1397813,38383,8,0
755243,21137,8,0
1508689,38777,14,1
2479562,23909,4,1
82234,14366,10,1
534818,33719,16,0
739711,42151,1,1
1578285,26032,28,0
1942809,44449,30,1
2374983,11773,9,1
1240968,21137,2,1
3260235,49520,5,0
3244767,21497,2,0
3034393,39190,1,1
1686270,11182,9,0
1223198,5535,2,1
223707,15592,5,1
3035519,32605,12,1
2222976,48808,4,1
1400280,46667,5,0
709018,7751,2,0
1826024,8518,16,0
3329391,47734,15,0
906944,9346,17,1
529747,1158,8,1
1688979,30214,2,1
241014,48301,12,0
581629,42265,1,0
2583346,27401,3,1
2174120,30233,5,1
3230052,24838,1,1
541893,10869,25,0
2628417,26209,16,0
1628599,3957,6,1
561250,21709,12,1
2961746,23233,5,0
1349529,46041,4,0
1916488,7628,4,0
281207,31717,5,1
751180,29740,2,0
3405818,3020,5,1
3362295,49259,12,0
7851,20114,11,0
1202396,15000,2,1
878192,19048,21,0
788610,39977,10,1
1622700,26133,11,0
1600637,38456,1,1
1284085,32927,4,0
65054,40271,3,1
1423894,48057,9,1
81075,29852,12,1
1682660,49683,5,1
3383243,46226,1,0
939452,39190,6,0
1293239,33956,1,1
2039025,22935,5,0
2766497,23249,1,0
2338389,16290,2,0
1310572,8514,2,0
950837,30450,6,0
2145709,34024,16,0
100203,49141,6,1
959515,24535,3,1
458561,7877,6,1
2075930,34503,4,1
1692517,3990,4,0
2003976,13911,7,1
398062,5082,7,1
2271120,24184,2,1
1943332,18362,1,1
887810,38995,8,1
923958,27845,5,1
432806,41351,2,1
937642,33559,17,0
2658080,24852,15,0
1556275,24852,6,1
1728396,36390,3,1
2150906,10369,3,0
363046,4795,2,1
997356,40706,6,1
3268763,46587,7,0
1892975,47034,7,0
86910,45007,1,1
155318,3917,4,0
2256473,24852,2,1
1277278,32478,4,1
550379,47766,1,1
3020968,7746,5,0
343298,42294,6,0
1045896,33754,5,1
1926418,45013,12,0
2783795,21626,7,0
2551878,7570,9,1
3226375,5785,3,1
3314158,38774,6,1
3107819,37065,9,0
2426980,46346,21,0
235807,39041,5,1
896289,29373,13,0
3290474,2214,5,0
3350150,34648,16,0
3039755,46820,7,1
2323240,49683,21,1
2993875,23986,15,1
30874,9155,15,1
536296,31717,3,1
34537,39275,7,0
1936332,39475,5,0
2862076,19370,3,1
2616548,5314,18,1
861659,25683,14,0
3206219,13357,23,0
2907342,35221,3,1
1429359,19828,2,0
2182013,7999,13,0
205018,42479,9,0
895559,26096,1,1
3149806,40064,7,1
1419683,27845,1,1
863972,28849,11,1
115004,40522,12,1
1233124,2103,2,1
1012001,24535,2,1
3024976,36854,11,0
2930050,7619,6,1
561455,41549,22,0
2390049,39275,42,0
2681848,38383,6,1
1136210,21137,1,1
833184,13176,2,1
2073008,46402,10,1
1500968,44422,3,0
2256904,38293,4,1
857835,23348,17,1
1776264,21903,14,1
3396525,8193,1,0
2471037,5077,4,1
2023833,1616,9,1
1923704,10312,6,1
2759251,22507,1,1
2933318,21137,1,1
2111694,40708,19,1
2129873,11520,10,1
2231292,738,1,1
2222364,311,1,0
1471157,9018,1,0
449759,43967,22,1
2691082,40310,4,1
2831252,1464,6,0
2103415,17872,16,0
1489508,40585,12,1
2032199,42445,8,1
190914,4778,3,1
988769,43673,7,0
1033295,38456,40,0
675783,33129,6,0
2881592,22035,8,0
1796184,9387,2,0
855702,10755,2,0
3199154,3599,5,1
688603,17492,2,1
2057215,39921,4,0
1205352,17689,1,1
1854393,25146,2,1
337206,18370,18,0
3083476,39475,5,0
1392456,2120,1,1
1872011,581,2,0
1375010,41665,1,0
2798935,22968,12,0
1888228,32227,1,1
2447011,35970,8,0
985930,42475,4,0
2840838,38003,2,0
1877451,4920,13,1
1017575,34126,10,1
1638239,27521,22,0
2849869,6101,10,0
2804088,18465,7,1
998461,24506,21,0
2478310,46206,9,0
2667072,28985,2,1
1159132,5646,1,1
395159,36322,12,1
3239847,35914,8,1
2886505,23383,6,1
3271245,8518,12,1
1233504,24622,13,0
2428905,26714,2,0
356053,16797,14,1
540285,5785,1,1
2129749,6383,27,0
2807946,38400,3,1
555491,20460,1,1
1057282,28836,5,1
408694,21775,12,0
2619148,43129,16,0
3111848,39863,2,0
1928817,38747,7,1
2456698,45919,1,0
2105281,31215,1,1
2177342,9618,3,1
1957411,26410,2,1
1347702,12099,4,1
1871888,7521,1,1
1143312,29487,3,1
2968226,37919,9,1
3344282,24179,8,0
3141613,10616,44,0
519116,5547,11,1
1097406,13829,2,0
604390,42347,8,1
472763,45771,10,0
3161997,13780,2,0
2110352,26209,9,0
3030544,32303,3,0
1735667,43352,3,0
1554583,45007,6,1
3418985,2314,11,0
2860550,196,1,1
1556757,13176,3,1
2075085,47766,2,1
1362021,38944,3,1
1482795,35467,2,1
139198,42733,16,0
1866234,44146,8,1
1905801,11888,3,1
2941191,47626,3,1
1911603,22007,3,1
602491,3358,4,1
1606555,44514,1,1
2751207,32650,5,0
1847377,11520,8,0
709760,196,1,1
1155509,4920,12,1
2242996,14536,3,1
3046813,13176,1,1
1568596,16856,13,1
335606,20583,2,0
2675843,41745,1,0
1664597,12258,9,0
38142,44953,9,1
1522599,13176,3,1
3087025,19691,2,1
861299,29398,17,0
3124053,47766,7,1
2061485,2470,14,1
2540973,34525,8,0
1049991,47209,18,1
1500826,7500,5,1
913534,37538,1,1
80224,46572,1,0
1906723,19511,7,1
803925,14917,7,1
2597398,5876,5,0
187843,36051,3,0
2448051,4656,2,0
145564,23888,14,1
2086888,40852,3,0
2264619,279,1,1
226269,21137,17,0
2136143,15392,16,1
200873,14727,2,0
2326223,24749,13,0
2802207,32455,20,1
1490664,35108,11,1
1183280,2745,1,0
226290,26620,10,1
1193995,40709,24,1
537944,20632,12,1
2872568,31717,6,1
1928195,41950,5,1
3317835,38293,1,1
1721657,29426,6,1
1978580,21246,16,0
1021711,49683,9,1
2567588,27966,11,0
195536,40706,9,1
2315272,35065,11,0
749,8670,13,0
2083728,13176,7,1
1342464,19173,5,1
529375,21709,2,1
3119210,2078,1,1
22591,28289,2,1
3211152,45061,2,0
3003457,21975,6,0
139688,17521,1,1
2828454,34655,3,1
2476412,41588,1,0
2145684,9076,14,1
2459203,31634,3,1
1149743,43713,38,0
1923006,43692,12,0
808043,8797,7,1
1135614,39699,7,1
1331947,43086,13,1
2675575,39040,10,0
80040,45774,15,1
694562,37033,10,0
2265688,36865,4,1
646496,22035,17,1
2283699,21616,16,1
2713693,35336,11,0
1544205,12160,16,0
2025650,35628,11,1
2804514,19894,1,1
130004,36259,15,1
1956203,28842,12,0
1892611,17304,8,0
1598351,8382,15,0
3375276,24830,12,1
1031244,1999,3,1
2136098,44421,6,1
2596940,28058,13,1
1927828,23236,2,0
174618,2480,7,1
